supplier_id,name,category,country,onboarded_date,years_in_business,tier,on_time_delivery_rate,avg_delivery_delay_days,defect_rate,order_volume_monthly,fulfillment_rate,return_rate,payment_delay_days,credit_score,debt_to_equity,current_ratio,revenue_growth_pct,cash_runway_months,complaints_last_90d,contract_renewal_rate,quality_audit_score,defaulted
HIST-02916,Soylent Limited 2916,Raw Materials,India,2020-12-28,26.2,1,0.894,4.4,0.0572,1375,0.862,0.0891,8.3,745,0.92,2.19,-1.4,11.9,4,0.688,80.6,0
HIST-02917,Tyrell International 2917,Raw Materials,Poland,2018-04-01,30.4,2,0.756,13.3,0.033,1646,0.904,0.1044,21.3,646,1.67,1.29,1.6,0.5,4,0.723,77.9,0
HIST-02918,Pearson Systems 2918,Raw Materials,Poland,2024-06-09,17.4,3,0.776,4.0,0.0377,3061,0.937,0.073,29.4,649,1.18,1.27,0.8,2.6,4,0.608,78.4,0
HIST-02919,Pym Group 2919,Textiles,Japan,2019-12-18,9.0,2,0.939,4.4,0.0088,1260,0.896,0.0327,0.5,690,1.12,1.3,7.2,4.1,2,0.899,81.0,0
HIST-02920,Roxxon Trading 2920,Logistics,Turkey,2020-12-25,29.8,2,0.797,0.8,0.0163,6167,0.912,0.0148,23.1,641,1.77,0.83,-12.2,1.9,3,0.8,71.7,0
HIST-02921,Genco Trading 2921,Food,India,2023-03-11,6.2,1,0.962,0.0,0.0,6348,1.0,0.0199,1.4,753,0.35,2.34,18.0,16.4,1,0.91,93.3,0
HIST-02922,Cogswell Partners 2922,Logistics,India,2021-04-23,11.8,2,0.859,0.9,0.0536,5499,0.928,0.1851,8.9,649,1.45,0.98,-9.1,3.3,3,0.749,68.3,0
HIST-02923,Vortex Solutions 2923,Logistics,Mexico,2023-04-01,30.8,1,0.915,3.8,0.0304,3916,0.992,0.0306,0.3,742,0.18,2.33,3.4,14.9,1,0.999,92.7,0
HIST-02924,Aperture Trading 2924,Logistics,Brazil,2018-03-05,13.3,1,0.898,2.1,0.0177,2016,0.897,0.0263,1.0,659,0.83,1.7,0.8,9.8,4,0.792,87.3,0
HIST-02925,Apex Worldwide 2925,Textiles,Turkey,2020-12-15,4.0,1,0.834,0.1,0.0096,3505,0.94,0.0126,0.0,731,0.11,1.88,-1.7,14.2,0,0.97,100.0,0
HIST-02926,Yutani Solutions 2926,Electronics,Mexico,2020-10-15,12.4,2,0.807,2.0,0.0184,1247,0.918,0.0249,5.4,679,0.23,1.38,-5.6,0.5,4,0.744,82.3,0
HIST-02927,Dunder Group 2927,Electronics,Mexico,2023-02-02,13.3,2,0.845,2.6,0.0281,3645,0.893,0.0308,3.9,683,0.76,1.42,-1.4,10.2,3,0.898,77.2,0
HIST-02928,Globex Supply Co 2928,Logistics,Brazil,2022-08-11,20.0,2,0.849,5.9,0.0178,13345,0.893,0.0428,5.2,627,1.07,0.94,-5.6,0.5,7,0.614,74.7,0
HIST-02929,Oscorp Group 2929,Food,USA,2023-07-06,4.0,2,0.975,0.2,0.0223,35366,0.948,0.0427,0.1,754,2.16,2.33,-1.6,8.6,0,1.0,88.0,0
HIST-02930,Massive Dynamic Logistics 2930,Logistics,India,2024-02-01,28.6,2,0.887,5.2,0.0335,5943,0.967,0.0547,7.3,762,0.92,2.11,11.1,9.1,1,0.932,84.2,0
HIST-02931,Pearson Worldwide 2931,Electronics,Brazil,2023-07-27,5.1,1,1.0,0.0,0.013,29958,1.0,0.0292,0.0,782,0.05,2.14,13.1,10.3,0,1.0,100.0,0
HIST-02932,Cyberdyne Group 2932,Raw Materials,Vietnam,2018-11-18,19.4,2,0.925,2.8,0.0193,2945,0.922,0.0567,0.0,817,0.76,2.99,18.1,11.6,3,0.89,99.5,0
HIST-02933,Summit Partners 2933,Textiles,Germany,2023-12-05,4.8,3,0.804,2.2,0.0463,7830,0.925,0.0418,8.4,709,1.0,1.28,0.3,9.2,1,0.95,84.4,0
HIST-02934,Dunder Worldwide 2934,Textiles,Germany,2018-09-07,6.2,3,0.781,5.5,0.0231,538,0.887,0.0312,1.1,745,1.2,1.62,9.2,5.6,2,0.825,66.9,0
HIST-02935,Hardman LLC 2935,Raw Materials,Brazil,2022-09-13,13.8,3,0.854,5.0,0.0274,14923,0.895,0.0683,31.6,788,1.26,2.22,13.2,9.8,2,1.0,75.7,0
HIST-02936,Vortex International 2936,Food,Turkey,2024-08-12,6.7,3,0.837,3.5,0.0329,796,0.93,0.0433,2.4,739,1.06,1.88,8.7,11.4,3,0.799,90.7,0
HIST-02937,Roxxon Corp 2937,Chemicals,Turkey,2019-09-14,10.0,2,0.897,0.0,0.0051,1534,1.0,0.0523,0.0,727,0.05,1.98,23.2,11.6,0,0.877,98.2,0
HIST-02938,Vortex Systems 2938,Chemicals,Vietnam,2018-09-27,22.5,2,1.0,0.4,0.0435,13229,0.963,0.0996,4.3,716,0.6,1.66,19.7,11.0,2,0.925,97.5,0
HIST-02939,Massive Dynamic Solutions 2939,Logistics,Poland,2021-09-13,9.7,1,0.855,3.3,0.0192,9899,0.881,0.0123,7.9,607,1.5,0.2,-3.1,4.0,5,1.0,77.4,0
HIST-02940,Cooper Trading 2940,Machinery,India,2023-12-17,5.1,2,0.874,2.6,0.0181,2606,0.863,0.0565,19.3,697,0.96,0.96,11.2,7.9,5,0.776,81.3,0
HIST-02941,Nakatomi Partners 2941,Logistics,Japan,2019-06-01,21.5,2,0.921,3.8,0.0154,11940,0.901,0.0415,1.5,826,0.05,2.06,12.7,17.8,2,0.931,100.0,0
HIST-02942,Massive Dynamic Holdings 2942,Machinery,Brazil,2024-04-23,9.8,2,1.0,0.7,0.0246,1212,0.897,0.0733,10.7,745,1.08,1.82,0.1,7.3,0,0.812,87.6,0
HIST-02943,Spacely Manufacturing 2943,Raw Materials,Brazil,2019-07-31,2.8,1,0.753,2.6,0.0182,14404,0.91,0.0117,1.2,744,0.58,1.51,8.0,6.6,3,0.948,81.3,0
HIST-02944,Vandelay Worldwide 2944,Textiles,Vietnam,2018-05-04,13.6,1,0.936,1.1,0.0478,2797,0.931,0.0546,0.0,753,0.05,1.67,13.3,14.0,0,1.0,96.8,0
HIST-02945,Black Mesa Manufacturing 2945,Machinery,Japan,2020-03-03,12.3,2,0.86,3.6,0.0265,1373,0.936,0.074,1.9,725,1.27,1.36,-0.2,6.6,4,0.979,81.2,0
HIST-02946,Globex Partners 2946,Electronics,India,2022-10-21,5.9,2,0.926,8.7,0.0298,23243,0.922,0.0508,27.5,652,1.06,1.72,9.0,4.3,3,0.719,77.9,1
HIST-02947,Wayne Tech Worldwide 2947,Packaging,Mexico,2021-07-04,12.2,3,0.812,14.4,0.0246,4379,0.886,0.0208,3.5,635,0.16,0.94,5.5,5.6,4,0.745,75.4,0
HIST-02948,Black Mesa Holdings 2948,Food,Vietnam,2021-01-06,11.2,1,0.741,1.5,0.0295,9080,0.819,0.0356,7.8,577,2.25,0.2,-15.5,0.5,1,0.543,68.2,1
HIST-02949,Vertex Holdings 2949,Raw Materials,Germany,2022-12-20,10.3,2,1.0,0.7,0.0135,2098,1.0,0.0315,19.7,814,0.09,1.66,12.6,14.3,1,1.0,98.0,0
HIST-02950,Globex Manufacturing 2950,Logistics,Turkey,2018-02-21,9.4,3,0.817,7.5,0.0626,3250,0.795,0.0762,3.7,567,1.35,1.43,4.4,3.3,0,0.524,74.2,0
HIST-02951,Cortex Group 2951,Textiles,India,2018-03-11,3.1,1,0.854,7.6,0.0066,1091,0.941,0.025,3.9,602,0.24,1.68,1.0,4.6,3,0.804,82.4,0
HIST-02952,Daily LLC 2952,Textiles,Turkey,2022-12-23,15.2,3,0.786,0.9,0.0246,11048,0.815,0.0704,21.2,709,1.24,1.78,4.2,0.5,3,0.757,71.3,0
HIST-02953,Wayne Manufacturing 2953,Chemicals,Brazil,2018-10-06,12.3,1,0.919,0.0,0.0261,11620,1.0,0.0354,0.1,751,1.1,1.67,7.0,14.8,0,0.831,88.4,0
HIST-02954,Aperture Supply Co 2954,Raw Materials,Mexico,2018-08-31,5.0,2,0.874,0.6,0.0294,7339,0.935,0.0489,6.6,674,1.28,1.94,3.7,4.6,4,0.707,69.4,0
HIST-02955,Black Mesa Supply Co 2955,Food,Vietnam,2022-03-26,14.4,2,0.766,3.3,0.044,6766,0.97,0.0422,18.9,686,1.21,0.78,10.8,5.9,3,0.882,90.3,0
HIST-02956,Wayne Solutions 2956,Chemicals,USA,2023-03-12,27.6,2,0.792,0.9,0.0548,282,0.838,0.0346,22.0,587,2.13,0.41,-3.3,1.9,5,0.773,55.3,1
HIST-02957,Stark Manufacturing 2957,Machinery,USA,2022-03-12,4.7,2,0.827,4.1,0.0558,7959,0.901,0.0323,4.9,674,1.08,2.14,3.1,8.0,2,0.799,96.6,0
HIST-02958,Oscorp International 2958,Food,Turkey,2020-01-01,14.6,1,0.853,4.2,0.0237,6855,0.902,0.0205,16.9,571,1.72,0.63,0.3,0.5,2,0.793,77.1,0
HIST-02959,Queen Limited 2959,Logistics,Brazil,2019-10-12,2.0,3,0.873,7.4,0.0166,2767,0.985,0.041,7.3,756,1.16,2.3,6.3,6.8,3,0.908,92.5,0
HIST-02960,Queen Partners 2960,Logistics,Mexico,2019-06-21,10.5,1,0.853,0.0,0.0023,5198,0.931,0.0476,2.9,718,0.59,1.96,9.8,13.1,2,0.878,82.7,0
HIST-02961,Vortex International 2961,Logistics,Mexico,2024-09-05,25.9,3,0.918,0.6,0.0204,1808,0.95,0.0373,3.6,688,1.43,1.61,3.6,4.8,3,0.779,79.4,0
HIST-02962,Pied Piper Logistics 2962,Raw Materials,USA,2018-05-23,4.8,3,0.985,0.0,0.0413,8107,0.946,0.1695,0.0,840,0.36,2.77,19.2,14.3,0,1.0,91.8,0
HIST-02963,Compu Manufacturing 2963,Textiles,Brazil,2022-12-11,4.5,3,0.81,2.0,0.0197,5824,0.936,0.0377,2.1,719,0.56,1.77,9.6,9.7,2,0.792,96.0,0
HIST-02964,Hardman Systems 2964,Machinery,Poland,2023-11-16,14.2,1,0.865,0.0,0.0038,2660,0.911,0.0083,0.0,716,0.71,1.61,9.9,10.0,1,0.939,86.1,0
HIST-02965,Yutani Industries 2965,Raw Materials,Japan,2021-04-18,13.2,2,0.834,6.4,0.0398,5443,0.9,0.0336,15.4,731,1.04,1.09,4.9,9.5,2,0.907,85.4,0
HIST-02966,Umbrella Limited 2966,Logistics,Poland,2024-07-30,7.3,3,0.849,1.7,0.0406,5496,0.938,0.024,12.1,698,0.7,2.19,-3.7,6.1,6,0.83,80.3,0
HIST-02967,Bugle Supply Co 2967,Machinery,Turkey,2021-08-23,16.3,2,0.992,1.2,0.0124,4241,0.929,0.025,0.0,781,0.95,2.35,12.1,10.8,0,0.907,98.2,0
HIST-02968,Apex Corp 2968,Machinery,Germany,2023-09-10,6.3,2,0.869,6.4,0.0422,9032,1.0,0.0269,0.0,711,0.05,2.3,13.0,12.7,1,0.85,84.3,0
HIST-02969,Rand Partners 2969,Raw Materials,India,2020-07-30,16.2,3,0.726,1.7,0.0723,5544,0.771,0.0954,15.2,663,1.48,0.73,3.7,1.3,3,0.827,72.6,0
HIST-02970,Sterling Partners 2970,Raw Materials,Brazil,2022-08-09,27.3,1,0.981,0.5,0.0196,5477,1.0,0.0345,6.0,793,0.87,1.93,11.1,13.4,3,0.969,89.9,0
HIST-02971,Yutani Solutions 2971,Food,Vietnam,2022-01-04,4.7,2,0.89,1.1,0.0421,2158,0.994,0.0637,5.4,718,1.22,1.12,13.9,13.1,0,0.911,84.0,0
HIST-02972,Initech Holdings 2972,Logistics,China,2020-12-16,23.0,3,0.883,0.8,0.0082,3087,0.946,0.0237,14.3,765,0.69,1.79,17.1,12.7,2,0.769,96.7,0
HIST-02973,Planet Holdings 2973,Machinery,Poland,2022-01-23,25.3,3,0.854,14.8,0.0168,7988,0.955,0.014,6.0,731,1.28,1.83,-2.4,9.7,1,0.951,94.0,0
HIST-02974,Wonka Limited 2974,Packaging,India,2019-12-29,8.5,3,0.756,3.0,0.061,8508,0.872,0.1113,7.0,631,0.73,1.05,-7.9,5.1,4,0.766,63.7,0
HIST-02975,Gringotts Manufacturing 2975,Chemicals,Germany,2024-02-14,23.3,3,0.883,1.6,0.0686,723,0.895,0.0837,11.0,663,0.97,1.74,-2.4,2.1,6,0.824,68.1,0
HIST-02976,Cortex Holdings 2976,Food,Germany,2019-05-07,8.8,1,1.0,0.3,0.0341,7803,0.968,0.0231,5.5,788,0.97,2.63,15.8,11.9,1,0.961,100.0,0
HIST-02977,Weyland Systems 2977,Electronics,Turkey,2020-12-06,17.0,3,0.831,2.1,0.0226,2977,0.951,0.02,0.1,751,0.77,1.41,16.0,7.8,1,0.845,87.0,0
HIST-02978,Bluth Systems 2978,Food,Poland,2023-07-22,33.6,1,0.902,2.9,0.0562,2427,0.861,0.082,4.4,615,1.28,0.59,-5.5,2.2,6,0.663,65.4,0
HIST-02979,LexCorp Limited 2979,Logistics,Germany,2019-03-03,15.0,2,0.998,0.7,0.02,1473,0.904,0.026,0.0,694,1.33,1.67,8.2,10.2,2,0.964,77.2,0
HIST-02980,Initech Manufacturing 2980,Food,Mexico,2024-01-16,15.6,2,0.878,1.1,0.07,1837,0.853,0.0495,6.5,665,0.05,0.78,-4.1,4.8,5,0.79,86.3,0
HIST-02981,Vortex Manufacturing 2981,Food,Brazil,2020-03-23,5.9,2,0.794,1.0,0.0202,1245,0.853,0.0269,5.7,567,0.38,0.71,-12.7,3.0,5,0.74,70.8,0
HIST-02982,LexCorp Trading 2982,Packaging,China,2022-01-30,4.0,2,0.724,1.1,0.0463,622,0.781,0.0743,18.9,483,1.79,0.43,-7.2,0.5,1,0.766,70.3,1
HIST-02983,Soylent Logistics 2983,Chemicals,Poland,2023-10-12,8.8,1,0.825,2.2,0.0537,1590,0.846,0.0656,21.5,564,1.88,0.82,-1.2,0.5,2,0.73,80.4,0
HIST-02984,Vandelay Supply Co 2984,Packaging,Poland,2024-12-24,8.0,3,0.864,4.2,0.0131,1559,0.956,0.0524,5.9,740,0.96,1.55,14.4,5.6,2,0.819,93.3,0
HIST-02985,Hammer LLC 2985,Electronics,India,2018-09-08,14.5,1,0.973,0.1,0.0138,1121,0.965,0.0187,18.2,716,0.88,1.58,-1.8,12.2,3,0.775,77.0,0
HIST-02986,Cogswell Trading 2986,Textiles,China,2019-08-23,2.1,2,0.799,9.4,0.0356,10022,0.943,0.0461,21.6,733,2.04,1.91,2.9,4.7,5,0.88,81.1,0
HIST-02987,Stark Manufacturing 2987,Chemicals,Brazil,2022-06-25,16.7,1,0.815,1.3,0.0498,2967,0.949,0.04,23.7,753,1.7,1.21,5.5,6.4,0,0.854,83.8,0
HIST-02988,Umbrella LLC 2988,Electronics,USA,2021-11-23,5.7,3,0.838,4.6,0.022,1555,1.0,0.0472,6.7,713,0.4,2.08,3.6,6.5,1,0.923,86.4,0
HIST-02989,Gringotts Trading 2989,Electronics,Brazil,2020-07-14,6.0,3,0.754,3.0,0.0251,1146,0.872,0.0478,35.8,550,1.63,0.39,-5.9,0.5,5,0.735,73.9,0
HIST-02990,Gringotts Holdings 2990,Textiles,India,2019-03-27,30.9,2,0.733,2.4,0.034,5379,0.917,0.1221,3.7,692,1.43,1.33,3.3,2.6,6,1.0,80.0,0
HIST-02991,Gringotts International 2991,Chemicals,Turkey,2023-06-28,5.8,2,0.814,10.1,0.0712,3379,0.895,0.11,6.3,606,1.45,0.93,3.6,5.7,7,0.755,85.8,0
HIST-02992,Duff Logistics 2992,Electronics,Poland,2022-12-02,4.8,2,0.758,4.0,0.0521,1774,0.855,0.0543,6.2,573,0.17,1.12,0.5,3.7,5,0.817,88.9,0
HIST-02993,Hammer Partners 2993,Logistics,Turkey,2024-07-27,30.8,3,0.743,1.1,0.0399,4813,0.914,0.0607,4.3,686,1.51,1.17,1.3,1.4,5,0.928,82.1,0
HIST-02994,Duff Solutions 2994,Electronics,China,2024-02-23,4.2,2,0.869,3.7,0.0547,3133,0.957,0.0344,2.6,738,1.04,1.36,8.6,5.9,3,0.774,89.1,0
HIST-02995,Pym Industries 2995,Electronics,Poland,2023-08-22,18.2,1,0.953,0.4,0.0235,6025,0.926,0.0212,3.3,655,1.92,1.55,4.8,5.1,3,0.774,89.5,0
HIST-02996,Summit Group 2996,Machinery,Poland,2023-10-13,18.6,2,0.714,2.5,0.0276,15127,0.917,0.064,11.6,630,1.67,0.39,-4.9,0.6,4,0.78,74.6,1
HIST-02997,Hardman Solutions 2997,Electronics,India,2018-08-03,6.3,2,0.857,5.4,0.0392,5238,0.747,0.0254,4.5,647,1.95,1.19,1.6,8.2,3,0.778,74.5,0
HIST-02998,Cogswell Limited 2998,Machinery,Japan,2019-09-09,19.6,2,0.958,0.0,0.0174,3329,1.0,0.0876,0.0,784,0.6,2.84,12.4,19.6,2,1.0,100.0,0
HIST-02999,Planet Industries 2999,Food,Mexico,2018-12-04,5.6,3,0.823,6.1,0.0239,9832,0.869,0.0261,26.9,658,1.36,0.98,-8.7,4.9,8,0.782,90.1,0
HIST-03000,Cyberdyne Industries 3000,Electronics,India,2024-02-14,8.6,2,0.783,3.5,0.0302,1857,0.872,0.0268,5.8,547,1.24,0.44,-4.1,0.5,0,0.785,76.2,0
HIST-03001,Umbrella Holdings 3001,Machinery,Vietnam,2024-07-19,20.6,1,0.873,2.9,0.0489,5427,0.978,0.0777,8.6,626,1.16,1.23,5.8,11.9,2,0.858,91.4,0
HIST-03002,Initech Systems 3002,Packaging,USA,2019-02-06,19.6,1,0.98,0.0,0.0116,2133,0.938,0.0499,3.4,775,1.1,1.23,6.5,9.6,2,1.0,87.4,0
HIST-03003,Gringotts Solutions 3003,Logistics,Turkey,2024-11-19,11.9,3,0.886,5.0,0.0222,7795,0.99,0.0129,0.0,782,1.09,1.53,2.0,5.3,1,0.931,91.9,0
HIST-03004,Vandelay Supply Co 3004,Logistics,Poland,2018-04-23,11.0,2,0.75,2.9,0.0192,12620,0.872,0.0224,8.4,622,1.3,1.19,3.7,4.7,2,0.777,81.5,0
HIST-03005,Bluth International 3005,Food,Turkey,2021-07-06,2.7,1,0.828,0.2,0.0236,2718,0.951,0.0283,0.0,763,1.01,1.56,12.3,13.0,2,0.896,90.2,0
HIST-03006,Daily Manufacturing 3006,Textiles,Mexico,2019-06-27,10.7,2,0.785,1.9,0.0307,1585,0.814,0.0488,11.0,708,1.85,0.87,-1.8,3.6,8,0.733,88.5,0
HIST-03007,Cooper Worldwide 3007,Packaging,Vietnam,2024-02-24,13.4,1,0.852,5.0,0.0294,3564,0.835,0.0551,12.4,601,1.13,1.91,0.2,2.6,5,0.703,78.1,0
HIST-03008,Spacely Holdings 3008,Raw Materials,Poland,2020-09-04,7.1,2,0.883,10.7,0.0326,2323,0.938,0.0267,3.2,683,1.32,1.27,-3.4,2.3,1,0.862,84.9,0
HIST-03009,Vandelay Logistics 3009,Packaging,Japan,2023-07-05,4.7,1,0.857,10.5,0.0124,2096,1.0,0.0748,10.1,762,1.36,1.36,7.8,14.0,5,0.709,90.0,0
HIST-03010,Pearson Logistics 3010,Raw Materials,Vietnam,2018-06-01,27.7,2,0.88,4.2,0.0652,1195,0.93,0.0632,0.0,735,0.62,1.71,11.5,14.5,1,0.83,89.1,0
HIST-03011,Pied Piper Manufacturing 3011,Logistics,USA,2024-07-28,13.6,3,0.76,5.5,0.0547,3976,0.944,0.0424,0.0,747,0.05,2.56,8.5,13.8,1,0.912,94.5,0
HIST-03012,Acme Systems 3012,Packaging,India,2022-02-01,13.1,2,0.838,5.2,0.0314,13618,0.959,0.0328,0.1,663,1.55,1.19,12.5,6.8,2,0.805,84.0,0
HIST-03013,Duff Systems 3013,Machinery,Japan,2022-12-28,2.8,2,0.92,0.0,0.0202,1651,1.0,0.0232,0.9,738,1.15,1.83,14.1,14.1,1,0.824,88.8,0
HIST-03014,Weyland LLC 3014,Chemicals,Brazil,2024-05-05,23.1,2,0.836,0.5,0.0767,5539,0.882,0.1318,8.7,745,0.21,2.26,4.6,9.7,1,0.888,80.9,0
HIST-03015,Bugle Logistics 3015,Machinery,Mexico,2018-01-15,13.0,1,0.935,3.9,0.0,17253,0.984,0.0042,0.0,711,1.99,1.43,2.1,13.2,1,0.973,87.7,0
HIST-03016,Mifflin Supply Co 3016,Packaging,Mexico,2020-07-25,8.4,2,0.738,1.0,0.0322,625,0.917,0.0676,19.6,561,2.86,0.4,1.6,0.5,5,0.483,76.2,1
HIST-03017,Wonka International 3017,Electronics,Brazil,2019-02-13,5.5,1,0.764,1.9,0.0261,3374,0.795,0.0194,21.0,640,1.4,0.79,5.3,4.0,6,0.715,54.7,0
HIST-03018,Massive Dynamic Supply Co 3018,Food,China,2020-05-13,12.2,2,0.922,3.9,0.0282,1339,0.936,0.0213,0.5,747,0.51,1.72,12.2,13.0,0,0.968,95.3,0
HIST-03019,Hardman International 3019,Raw Materials,Poland,2024-04-09,9.5,2,0.704,2.4,0.0266,4455,0.823,0.0201,29.5,647,1.64,0.2,-5.4,2.7,2,0.65,81.2,0
HIST-03020,Cortex Manufacturing 3020,Textiles,USA,2021-06-27,16.3,2,0.852,8.2,0.0233,7008,0.884,0.0813,5.7,671,1.5,1.19,0.9,4.2,4,0.804,76.4,0
HIST-03021,Planet Corp 3021,Packaging,Vietnam,2021-06-25,16.2,2,0.932,9.3,0.0134,3295,0.924,0.0618,2.3,685,0.92,0.87,-4.1,11.1,7,0.951,84.0,0
HIST-03022,Black Mesa Trading 3022,Packaging,Poland,2023-04-06,21.5,2,0.808,0.3,0.0292,2127,0.913,0.0184,3.9,735,0.88,1.4,3.7,6.2,8,0.789,81.9,0
HIST-03023,Gringotts Logistics 3023,Electronics,India,2022-09-19,9.6,3,0.784,3.2,0.0255,1706,0.902,0.055,8.6,712,1.11,0.93,0.7,6.6,3,0.684,88.1,0
HIST-03024,Aperture Industries 3024,Raw Materials,Poland,2021-06-04,26.9,3,0.856,0.9,0.0204,2950,0.945,0.0501,34.7,807,0.05,1.93,15.4,7.3,0,0.905,96.7,0
HIST-03025,Cyberdyne Corp 3025,Packaging,Brazil,2024-07-11,5.2,3,0.632,3.5,0.0524,2482,0.874,0.0431,16.6,561,2.17,1.64,-5.9,0.5,5,0.561,74.6,1
HIST-03026,Pinnacle Trading 3026,Textiles,Mexico,2018-05-31,11.2,2,0.876,8.3,0.0356,22326,0.927,0.0602,0.0,712,0.85,1.8,9.4,10.5,0,0.914,92.5,0
HIST-03027,Pinnacle Corp 3027,Food,China,2019-07-28,6.7,1,0.935,1.5,0.021,9661,0.973,0.0268,7.1,850,0.35,2.6,20.3,21.4,1,1.0,100.0,0
HIST-03028,Soylent Corp 3028,Textiles,Mexico,2022-04-08,6.9,2,0.854,1.8,0.0511,4611,0.823,0.0345,0.3,760,0.32,1.58,6.9,15.9,2,0.832,85.3,0
HIST-03029,Compu Industries 3029,Textiles,Turkey,2020-04-01,9.1,2,0.832,7.5,0.0122,7710,0.931,0.0404,30.4,701,0.38,1.6,8.0,2.2,3,0.825,81.8,0
HIST-03030,Queen Trading 3030,Chemicals,Japan,2021-01-17,28.3,3,0.805,1.0,0.032,8412,0.947,0.0284,6.1,831,0.69,1.84,11.0,11.9,1,0.929,85.3,0
HIST-03031,Initech Trading 3031,Machinery,Mexico,2022-12-22,2.1,3,0.929,0.5,0.0196,21958,0.925,0.0638,9.4,750,0.19,2.73,11.3,16.9,0,1.0,100.0,0
HIST-03032,Tyrell Trading 3032,Machinery,USA,2019-10-30,5.5,1,0.896,4.1,0.0154,2855,0.853,0.0476,8.9,554,0.53,1.8,1.9,1.5,2,0.759,78.8,0
HIST-03033,Black Mesa Limited 3033,Raw Materials,Turkey,2019-03-03,7.2,3,0.887,3.2,0.028,1853,0.982,0.1046,6.1,714,0.05,2.21,-1.7,11.2,0,0.896,88.7,0
HIST-03034,Hardman Corp 3034,Chemicals,India,2022-01-05,11.3,2,0.839,2.3,0.0831,4624,0.961,0.1078,1.5,675,1.85,1.09,7.1,5.6,6,0.872,84.0,0
HIST-03035,Dunder Supply Co 3035,Logistics,Vietnam,2018-12-16,19.4,2,0.892,5.6,0.0091,909,0.99,0.0353,0.0,764,1.47,2.4,10.4,12.3,1,0.965,96.2,0
HIST-03036,Compu LLC 3036,Logistics,Japan,2020-07-15,16.6,2,0.811,6.3,0.0052,2846,0.946,0.1095,31.8,702,1.05,1.12,3.3,13.2,0,0.944,92.0,0
HIST-03037,Pearson LLC 3037,Packaging,Germany,2022-08-21,8.0,2,0.883,0.0,0.0066,865,0.942,0.0711,10.9,741,0.66,1.74,9.6,15.6,1,0.941,87.1,0
HIST-03038,Vortex Manufacturing 3038,Chemicals,USA,2019-02-14,6.3,2,0.883,1.8,0.0544,417,0.906,0.1097,19.5,649,0.62,1.42,7.2,3.1,5,0.644,76.2,0
HIST-03039,Roxxon Partners 3039,Machinery,Turkey,2023-10-05,5.0,2,0.912,2.2,0.023,6881,0.883,0.0345,5.6,704,1.27,1.1,10.6,14.6,1,0.92,93.1,0
HIST-03040,Dunder Limited 3040,Electronics,Mexico,2024-04-19,25.7,2,0.911,2.0,0.042,2776,0.896,0.0451,3.5,664,0.11,0.63,3.9,7.0,6,0.951,77.1,0
HIST-03041,Black Mesa Corp 3041,Textiles,Germany,2024-04-24,23.3,3,0.712,0.3,0.0306,4751,0.914,0.0544,5.9,643,1.67,0.87,-5.1,7.7,5,0.704,76.0,0
HIST-03042,Mifflin Trading 3042,Chemicals,Vietnam,2020-07-24,5.6,2,0.95,0.7,0.0087,3133,0.928,0.07,3.0,686,0.05,1.13,8.7,9.6,3,1.0,90.1,0
HIST-03043,Hardman Holdings 3043,Raw Materials,India,2018-02-01,31.0,3,0.85,0.2,0.0357,5009,0.93,0.0517,1.2,600,0.24,1.5,6.7,5.8,3,0.803,81.9,1
HIST-03044,Black Mesa Industries 3044,Logistics,Germany,2019-11-22,18.3,2,0.898,3.8,0.0295,7757,0.907,0.1114,9.2,674,1.25,1.29,-1.8,2.5,5,0.841,70.3,0
HIST-03045,Cooper Logistics 3045,Food,USA,2019-01-12,11.9,1,0.973,0.0,0.0,7169,1.0,0.0508,0.0,759,0.05,2.65,10.9,15.9,1,1.0,93.2,0
HIST-03046,Wonka LLC 3046,Machinery,Brazil,2018-05-15,10.7,2,0.931,9.6,0.0366,2604,0.934,0.0894,18.0,684,0.29,2.29,3.8,9.4,4,0.809,88.0,0
HIST-03047,Bugle Supply Co 3047,Machinery,Brazil,2022-05-01,12.4,2,0.794,0.9,0.022,4673,0.897,0.0316,14.1,580,1.66,0.79,-1.5,0.5,6,0.746,66.3,1
HIST-03048,Nakatomi Group 3048,Textiles,USA,2018-08-28,25.0,2,0.857,0.3,0.0048,1805,0.897,0.0372,0.3,760,0.05,2.36,6.3,15.9,1,0.959,87.7,0
HIST-03049,Planet Corp 3049,Chemicals,Germany,2019-08-01,2.8,2,0.846,6.3,0.0598,1786,0.967,0.1063,34.0,640,1.2,1.28,3.9,0.5,4,0.87,71.5,1
HIST-03050,Zenith Group 3050,Electronics,Brazil,2024-04-02,19.7,2,0.86,2.1,0.0677,5854,0.967,0.0501,6.5,772,0.48,2.45,-4.7,8.1,1,0.887,74.4,0
HIST-03051,Vortex Systems 3051,Food,Turkey,2020-01-10,16.0,1,0.891,3.2,0.0299,5671,0.904,0.051,18.9,622,0.64,1.68,9.2,5.0,3,0.905,93.5,0
HIST-03052,Bugle Holdings 3052,Textiles,Brazil,2021-10-13,11.7,2,0.908,4.0,0.0461,548,0.839,0.0713,2.0,735,0.51,1.97,6.9,10.9,1,0.883,81.7,0
HIST-03053,Globex Limited 3053,Machinery,Germany,2023-03-02,6.5,2,0.919,3.2,0.0155,1054,0.891,0.0523,2.4,679,0.37,2.04,2.8,8.9,0,0.909,83.3,0
